GEOID,County,PM2.5,Ozone,drinkw,pest,toxr,dieselpm,Traffic,Lead,cleanup,groundw,hazard,impwater,solidw,pollutionb,Asthma,lowbirth,cardiod,Education,lingisol,Poverty,Unemployment,houseburd,tpop,ageu10pop,age1064pop,age65pop,phisp,pwhite,pblack,pnative,pasian,urbid
6085501102,Santa Clara,8.977734506,0.04,291.53,0,190.6986694,0.209,1185.978258,82.33,21.95,44.3,1.105,3,10.25,53.66,60.58,5.37,11.87,20.2,11.7,20.2,5.6,Middle,4305,13.17,74.49,12.33,55.49,27.43,1.88,0,9.08,1
6065041302,Riverside,12.78240012,0.064,693.83,0,1155.020365,0.198,536.6504686,73.3,0.25,0,0.12,0,0,43.04,43.25,5.75,14.52,30.8,18.1,35.4,8,High,4786,14.67,79.34,6,85.19,8.04,2.19,0.29,3.95,1
6037462201,Los Angeles,11.25833982,0.058,634.13,0,1018.49232,0.317,2199.006583,60.83,0.4,5.75,0.545,0,2,53.02,25.65,6.71,10.01,14.8,21.4,43.1,4,High,3941,11.75,65.03,23.22,33.77,37.27,9.16,0,16.32,1
6037208501,Los Angeles,12.21911535,0.048,787.94,0,1795.191589,0.685,1023.810856,57.81,0.6,12,0.68,7,0,57.86,41.95,2.1,10.67,24.6,23.5,38.6,6.7,High,2267,7.81,77.72,14.47,40.41,9.66,1.28,0.71,45.66,1
6071000821,San Bernardino,13.39575121,0.062,886.04,0,729.5190023,0.348,620.1634479,35.44,5.45,1.5,0.28,1,1.3,50.57,52.86,5.5,15.91,9.5,8.3,37.2,3.9,Middle,4017,14.61,79.24,6.15,45.53,21.86,7.72,0.47,14.86,0
6073004100,San Diego,10.23492233,0.043,312.86,0,430.6404724,0.652,985.7713491,61.9,0,16.75,0.605,15,1.95,49.95,79.57,5.79,11.78,13.8,9,39.1,0.9,High,7307,12.51,80.8,6.69,42.58,36.51,10.36,0.7,6.12,1
6037503902,Los Angeles,11.98892325,0.047,356.54,0,3531.566691,0.344,1300.053656,62.28,8.75,76,1.225,7,0,59.47,37.42,6.06,16.37,9.9,8.9,18.5,3.6,Middle,4939,13.04,73.44,13.53,47.78,34.97,0.47,0.2,13.14,0
6059075403,Orange,11.91522424,0.049,447.95,0,4388.643392,0.409,3707.608854,63.68,36.65,0,0.865,0,0.5,57.36,49.37,4.62,12.23,26.4,11.4,30.3,3.8,Middle,8105,10.64,81.06,8.3,63.45,24.97,1.11,0.27,9.4,1
6037535802,Los Angeles,12.03324185,0.045,669.06,0,7086.556519,0.112,694.1462163,90.65,0,4,0.475,0,0.2,45.42,48.54,3.95,16.77,46.4,15.2,48.7,7.7,Middle,6600,14.06,72.77,13.17,95.56,3.59,0,0,0.55,0
6071002601,San Bernardino,12.94818953,0.066,840,0.03,2937.985006,0.319,1577.460342,43.51,20.95,2,2.42,0,8.25,67.55,41.79,3.71,13.17,25.1,4.5,28.5,5.5,Middle,9594,13.46,77.63,8.91,66.62,11.92,8.37,0,9.35,0
6085500100,Santa Clara,9.023901659,0.04,291.53,0,203.3456675,0.496,1686.076558,63.12,69.65,94.5,8.08,4,18.5,59.14,57.89,5.06,11.52,20.9,14.7,23.1,3,Middle,8306,15.51,74.75,9.74,55.32,13.33,2.78,0.07,24.03,1
6037408133,Los Angeles,12.1202248,0.053,756.45,0,2130.800313,0.059,1280.51751,48.61,3,0.6,0.375,2,1.95,49.51,36.54,6.4,9.58,14.8,15.2,28.7,10.8,High,5203,14.4,74.01,11.59,53.32,6.13,4.15,0,35,0
6107002204,Tulare,14.31316644,0.062,690.1,0,315.7593588,0.067,373.9414734,48.62,0,0.6,0.4,0,0,37.08,71.67,4.71,21.73,29.7,24.3,67.5,14.1,Middle,6280,23.41,68.61,7.98,75.33,16.16,4.49,0.51,0.55,0
6065045707,Riverside,7.424580023,0.062,274.75,228.1,0.579079667,0.101,507.9500583,34.7,10,7,0.145,9,0,37.6,55.64,4.58,19.2,39.4,68.1,55.3,16.2,High,6493,9.03,79.04,11.94,98.55,0.94,0.51,0,0,0
6037481002,Los Angeles,11.67006296,0.055,797.88,0,1473.047994,0.315,825.0682166,60.3,12,16.65,0.2,1,4,57.78,37.65,5.01,10.77,14.2,21.4,39.7,2.8,Middle,5646,11.19,73.91,14.9,36.01,9.78,0.25,0,53,0
6073012002,San Diego,10.42517586,0.043,338.5,0,525.7272949,0.322,2217.606494,57.84,0,5,0.16,2,0,38.8,79.74,6.2,17.19,27.8,26.8,55.6,10.4,Low,3548,7.36,70.24,22.41,40.78,5.13,4.54,0.42,47.27,0
6065041407,Riverside,12.74759454,0.064,693.83,0,1205.329997,0.132,1105.998452,57.26,8,0,0.67,0,0,50.56,54,3.73,18.28,26.7,8.9,34.4,5.3,Middle,5873,13.06,75.57,11.37,66.12,19.85,6.32,0,6.18,1
6059074702,Orange,11.91043444,0.048,409.36,0,3977.359945,0.247,935.8603557,92.21,0.4,8,0.15,0,0.4,46.38,45.97,5.86,10.66,47.1,20.1,39.7,6.4,Middle,6078,13.29,80.55,6.15,92.51,2.48,0.21,0,3.9,1
6073018200,San Diego,9.833666612,0.043,451.4,0,32.27993393,0.349,1198.109259,59.85,24,50,0.2,8,1,51.43,33.49,4.74,12.35,25.1,9.8,42.6,8.4,High,6754,15.38,75.66,8.96,53.38,35.59,2.49,1.29,0.95,0
6037551501,Los Angeles,11.98289749,0.045,472.15,0,5699.043254,0.149,883.1347675,65.56,4.5,24.05,0.8,10,4.5,60.55,41.57,3.97,16.89,16.4,5.8,25.5,6.3,Middle,4596,8.9,78.55,12.55,66.23,18.3,6.48,0.54,7.48,0
6013355200,Contra Costa,8.645868558,0.041,278.12,0,847.3526816,0.219,1783.109132,26.03,12,32.3,0.745,2,12.5,48.03,120.53,6.8,18.29,9.8,5.7,16.3,5.7,Low,11140,17.31,74.78,7.92,24.16,17.24,11.61,0,41.46,0
6059074803,Orange,11.84222167,0.047,409.36,0,4435.286621,0.129,1454.739523,56.97,7.45,5,1.55,0,2.75,52.48,43.37,3.37,11.25,45.5,23.6,32.7,8.9,Middle,9166,10.77,77.22,12.01,73.9,3.52,0.86,0,20.27,1
6095252604,Solano,8.709407175,0.041,288,0,575.2783407,0.461,2129.886567,50.2,0,16.5,0.42,4,0,41.14,121.47,5.97,16.24,22.3,3.9,37.8,8.1,Middle,3900,8.9,80.03,11.08,35.59,24.87,19.51,0,13.85,1
6085501501,Santa Clara,9.082305054,0.04,291.53,0,169.1933289,0.667,4004.463197,69.04,0,18.75,0.085,3,1.9,42.44,74.8,4.17,13.95,39.4,29.1,40,9,Middle,4623,16.07,75.82,8.11,64.44,5.21,3.16,0,26.78,1
6001402400,Alameda,10.18011782,0.029,110.41,0,504.0646769,0.524,246.3468448,75.64,30.1,162.05,0.7,10,0,47.51,152.43,4.73,13.03,14.2,18,37.7,3.9,Middle,2866,8.86,74.56,16.57,9.14,24.11,48.39,0,12.98,1
6077001300,San Joaquin,11.39490709,0.046,389.85,0,226.931666,0.066,708.6053256,75.65,8,39.25,0.995,6,0,46.29,81.46,5.71,15.2,19.6,4.6,39.9,4.1,Middle,5227,12.59,70.94,16.47,48.08,27.82,10.39,1.28,5.76,1
6065031704,Riverside,12.58301611,0.065,693.83,3.7,2487.82666,0.417,1060.487632,33.73,16,0,0.37,0,0,56.81,50.87,5.75,13.79,23,8,21.6,1.3,Middle,5838,14.29,73.57,12.14,53.43,30.08,4.01,0.1,10.79,1
6037430901,Los Angeles,11.87799737,0.062,473.38,0,1436.33431,0.417,2693.723887,61.28,29,7.1,0.28,0,4.5,61.18,48.78,3.52,11.32,11.9,9.6,28.8,7.1,Middle,4517,10.96,76.13,12.91,48.73,21.41,8.63,0,18.84,0
6067004401,Sacramento,8.938783183,0.045,544.67,0,126.85566970000001,0.07,513.9117646,75.42,0.4,33.5,0.245,0,0,33.84,94.19,6.94,19.12,26.8,16.2,61.9,13.2,High,3788,7.31,76.32,16.37,34.32,21.15,24.45,0,16.71,1
6073001600,San Diego,9.953875406,0.044,312.86,0,268.2211965,0.677,1148.099849,63.03,0.25,5,0.51,12,0,44.99,50.39,6,9.01,25.2,11.5,57.5,10,High,5821,13.98,75.67,10.34,49.15,25.55,16.03,0,6.82,1
6065041202,Riverside,12.85313981,0.065,693.83,0,1113.283997,0.185,292.7447683,88.88,3.2,8.75,0.235,0,0,48.83,61.77,3.02,19.77,33.5,15.4,46,5.3,Middle,4683,13.09,76.79,10.12,82.19,13.52,0.85,0.62,2.46,1
6059087802,Orange,11.81711134,0.045,567.75,0,4433.093262,0.186,1736.156896,59.4,4.35,8.2,1.01,0,4.65,55.38,48.06,4.21,13.35,18.2,14.7,32.8,3.7,Middle,7163,11.52,74.13,14.35,45.96,20.03,0.7,0,31.66,0
6037550201,Los Angeles,12.04217149,0.047,694.59,0,4030.630819,0.555,6467.572384,80.56,6.6,6.75,0.23,0,0.2,57.22,47.04,3.73,18.03,19.7,11.3,30.6,4.6,Middle,2911,17.66,71.76,10.58,80.42,8.35,3.61,0,6.22,0
6037134904,Los Angeles,11.93699275,0.06,726.64,0,545.1936544,0.119,1226.378961,64.94,0.75,1.5,0.28,4,0,47.36,52.95,4.61,13.02,26.1,14.2,35.5,6.2,High,4043,7.89,81.62,10.49,54.69,31.39,5.71,0.27,6.9,1
6067009005,Sacramento,8.349235115,0.048,778.01,0.1,88.923968,0.035,594.2946363,44.69,14,30.6,0.61,7,2.4,48,59.53,3.97,17.72,15.4,8.8,51.8,12.9,Middle,3224,15.85,74.84,9.31,18.18,45.01,9.65,3.44,12.25,0
6041112202,Marin,8.498563866,0.032,197.96,0,516.5593262,0.146,1527.394229,54.84,31.2,26.5,1.985,11,17,52.48,32.48,4.17,10.68,35.3,23.1,52,5.3,High,4771,20.39,69.69,9.91,66.69,20.73,0.5,0,9.52,0
6037139401,Los Angeles,12.60171498,0.06,726.64,0,708.5546723,0.494,3953.278058,39.34,1.8,4.8,0.35,4,2.25,58.81,59.55,3.86,13.44,5.7,16.9,31.4,1.5,High,2706,10.46,70.58,18.96,17.66,70.73,5.4,0,4.92,1
6037910404,Los Angeles,7.845839415,0.062,289.8,0,5298.676636,0.13,1441.531148,57.59,0,0,0,1,2.25,37.78,97.14,5.88,18.63,25.7,10,41.7,10,Middle,4284,16.25,72.5,11.25,69.93,13.07,10.08,0,4.69,0
6037213100,Los Angeles,12.08158891,0.047,787.94,0,1903.839986,0.133,1342.882333,73.45,0.35,8.35,0.17,0,0.1,47.31,49.52,5.77,9.67,23.1,37.3,50.1,3.5,High,3014,13.34,72.36,14.3,32.85,7.6,11.48,0,47.88,1
6037191710,Los Angeles,11.8825333,0.049,787.94,0,1495.660991,0.523,1296.874125,86.7,4.6,0.3,0.075,0,0,49.62,25.4,5.73,6.64,40.4,41.7,56,7.1,High,2937,10.15,76.88,12.97,64.73,19.92,5.82,0,6.98,1
6037204110,Los Angeles,12.28627082,0.049,488.79,0,2317.143351,0.351,700.8575734,84.06,1.4,0.3,0.02,0,0,43.13,50.57,4.53,14.34,42.4,21.6,44.6,7.4,High,3286,11.96,77.69,10.35,96.38,3.62,0,0,0,1
6073003401,San Diego,10.21557367,0.043,312.86,0,316.303538,0.386,1302.014242,65.32,16,12,2.285,12,6,58.18,53.93,5.04,9.26,18.1,9.8,28.2,7,Middle,6382,13.8,73,13.19,39.27,18.63,28.91,0,11.08,1
6037430102,Los Angeles,11.7782415,0.061,267.16,0.09,1615.128703,0.11,551.9994808,68.33,4.5,11.8,0.565,2,3.2,51.35,57.14,4.44,12.48,30.2,15.1,28.8,5.5,Middle,4684,6.49,77.95,15.56,75.19,9.35,4.61,1.71,8.9,0
6037552800,Los Angeles,11.90299857,0.045,533.87,0,4718.766642,0.096,948.0688139,82.94,1.4,7,0.24,3,0,46.59,57.55,4.85,22.22,23.7,15.5,33,3.2,Middle,6198,15.8,73.3,10.91,73.81,12.94,0,0,12.88,0
6111007611,Ventura,9.317522745,0.048,448.23,30.32,61.3435656,0.136,686.229919,77.38,0,0,0.6,12,3.4,49.44,30.68,5.83,14.21,35.3,17.8,31.5,5,Middle,3923,15.09,75.76,9.15,82.92,11.19,0.18,0,4.89,0
6037131900,Los Angeles,13.29586683,0.062,726.64,0,643.8719838,0.094,878.6829522,82.62,0.9,1.75,0.21,5,0,49.1,76.01,3.22,19.17,16.2,5,20.5,7.8,High,4597,8.31,79.16,12.53,43.14,38.57,5.07,0,9.27,1
6001400800,Alameda,9.455344585,0.029,110.41,0,643.7006531,0.24,675.872715,65.25,47.25,150.55,2.88,10,0,48.49,116.58,7.44,10.99,5.5,2.5,36,5.7,Middle,4069,9.04,81.52,9.44,10.62,43.55,23.27,0.2,15.19,1
6059086405,Orange,12.06617991,0.048,471.41,0,7520.779948,0.393,898.4896678,84.41,1.75,1,0.43,0,0.6,50.76,44.05,4.05,10.39,35.4,19.8,47.8,6.2,High,7658,14.18,77.85,7.97,76.42,11.9,1.33,0,9.75,1
6107000701,Tulare,11.85981546,0.066,305.4,1215.75,163.5456541,0.047,159.6561109,58.82,0,9,0.21,2,3,44.35,35.91,4.3,21.8,33,11.1,59.1,8.2,Middle,2425,17.94,63.88,18.19,69.44,29.61,0.04,0.21,0.7,0
6067009503,Sacramento,8.92281033,0.048,345.8,25.2,13.7112999,0.309,1017.982368,41.72,2,5.5,0.26,0,7,43.94,44.7,4.1,19.29,37,16.6,41.6,9.4,Middle,3123,5.38,73.84,20.78,48.16,41.63,0.06,0,8.84,0
6083000804,Santa Barbara,8.224935121,0.041,266.41,5.2,14.1330645,0.324,922.1246881,62.12,33.95,300.75,0.81,10,15.7,56.85,46.02,5.43,8.77,25.1,11.3,39,2.9,Middle,6396,9.3,79.07,11.63,59.99,32.27,4.66,0.11,2.08,0
6083002402,Santa Barbara,7.624774881,0.035,441.06,31524.11,14.76617337,0.106,486.0378493,44.64,13.5,304,2.8,10,18,53.87,48.8,4,7.6,44,18.2,51,7.2,Middle,13173,19.65,75,5.35,78.62,13.22,2.51,0,4.7,1
6067004801,Sacramento,8.87311855,0.045,468.54,0,90.7107671,0.066,759.2292324,48.92,8.6,13.75,0.085,4,1.25,36.22,74.6,5.82,16.35,33.4,20.1,52,9.4,High,5931,12.59,72.01,15.39,21.26,17.69,8.58,0,49.3,1
6037573401,Los Angeles,11.57476591,0.041,310.87,0,79796.46997,0.276,2060.790357,72.02,9.5,55.1,1.49,10,16,65.87,34.55,3.5,10.23,16.4,6.4,28.8,8.7,Middle,1642,12.55,73.02,14.43,37.21,25.64,16.99,0,18.15,0
6067009316,Sacramento,8.844378643,0.046,694.25,0,80.11226653,0.274,835.4393123,34.53,2.5,5.25,0.7,4,0,39.49,66.55,6.37,15.47,19.3,14.9,39.1,13.9,Middle,4636,10.5,80.46,9.04,26.49,10.74,13.18,0,40.62,0
6065031402,Riverside,12.78718647,0.066,693.83,0,918.5070188,0.097,612.8655031,72.07,9,8,0.255,0,0,49.11,63.39,5.28,16.02,19.9,1.6,39.5,4.8,Middle,7793,11.15,76.57,12.28,50.3,41.2,3.57,0.09,1.81,1
6037201503,Los Angeles,11.96568323,0.052,488.79,0,1572.386658,0.071,1179.014019,85.18,0,0,0.07,0,0,39.4,63.37,5.72,13.34,32.4,16.5,50.7,7.5,High,3364,13.73,75.18,11.09,86.47,5.29,1.07,0,7.16,1
6075020100,San Francisco,8.560069979,0.029,258.79,0,353.6333364,1.332,917.1624436,55.27,14.75,22,4.745,0,6,47.17,73.39,6.49,8.54,11.8,17.4,37.3,5.7,Middle,6343,4.57,84.09,11.34,33.77,32.41,9.41,0.09,20.32,1
6037124105,Los Angeles,11.52811451,0.06,726.64,0,1065.489319,0.102,666.4235404,68.51,36,0.3,0.215,0,1,47.82,37.89,6.17,10.1,17.9,26.7,45.8,5.5,High,2538,14.34,78.84,6.82,56.54,32.35,3.19,0.51,5.08,1
6059110302,Orange,11.89893079,0.045,422.17,0,3412.909994,0.427,3086.587548,62.69,12.4,5.5,0.495,0,1.1,55.71,47.64,5.12,15.98,19.8,13.2,20.1,2.1,Middle,5975,9.44,77.24,13.32,50.63,22.14,0.08,0.87,24.41,0
6065041412,Riverside,12.52479586,0.061,693.83,0,1129.120361,0.41,2045.254366,28.35,1,15,0.32,0,0,51.54,44.2,5.33,14.95,16.7,10.6,30,7,Middle,5542,7.33,76.49,16.19,58.95,24.99,5.9,0.34,9.67,0
6059075302,Orange,11.94001506,0.048,409.36,0,3632.556803,0.152,1553.887979,90.49,5.4,0,0.51,0,0,48.47,39.14,6.37,9.71,36.1,10.1,27.3,8.2,High,5137,20.46,70.59,8.95,81.97,11.95,0.8,0,4.81,1
6019006000,Fresno,13.45611402,0.062,741.88,1976.87,500.767559,0.066,381.4780659,48.95,1,0,0.3,0,0,46.2,80.23,5.07,13.5,27.8,7.9,43.2,5,Middle,9788,14.26,73.23,12.51,76.71,18.24,0.08,0,1.81,0
6067009201,Sacramento,8.532981567,0.047,718.59,64.39,158.7916667,0.061,600.7913955,42.91,25.6,46.1,14.12,5,48,57.35,45.81,4.42,13.01,11.7,6.1,32.9,6.5,Middle,5151,13.84,69.31,16.85,20.38,32.36,7.77,0.27,33.88,0
6067007424,Sacramento,8.993922863,0.049,506.59,0,74.11780037,0.42,1968.912595,54.66,6.5,10,0.07,0,0,41.12,82.38,6,14.86,17.2,7.4,50.2,5.4,High,3852,15.26,76.71,8.02,24.69,48.55,12.98,0,5.51,0
6103001100,Tehama,7.270869203,0.048,251.08,225.68,1.4197157,0.09,493.7282465,66.69,12,30,0.4,3,2,43.68,69.27,3.93,21.56,22.9,11.1,46.4,9.7,Middle,7822,15.18,73,11.83,47.53,46.41,0.95,1.44,0.58,2
6037600501,Los Angeles,12.11332221,0.043,458.95,0.17,6802.030111,0.235,778.8208687,76.13,1,0,0.21,5,0.1,48.22,73.51,6.13,16.39,10.4,1.7,24.3,4.8,High,2712,14.97,65.27,19.76,23.53,1.4,70.1,0,1.81,0
6037113234,Los Angeles,11.32230518,0.061,726.64,0,498.7279866,0.081,1053.708388,42.72,4,29.8,1.54,0,1.5,50.78,63.53,4.31,14.4,24.6,20.4,38.4,2.1,Middle,4823,16.86,68.32,14.82,44.89,30.79,4.33,0,17.93,1
6083002403,Santa Barbara,7.63721361,0.034,246.37,46.29,15.8267031,0.21,699.5615882,96.35,8,11.5,0.145,10,8,46.1,54.38,4.98,8.32,76.3,41.2,65.6,9.2,Middle,6850,25.34,70.55,4.1,95.72,4.12,0,0,0,1
6037128500,Los Angeles,11.73546463,0.059,726.64,0,1037.966329,0.092,1080.16579,44.2,18.25,4.5,0.235,4,0,49.1,52.33,6.27,16.43,8.4,3.6,24.9,5.1,High,4108,9.52,76.39,14.09,15.92,59.23,6.96,0,9.25,1
6095253402,Solano,8.4201665040000009,0.044,560.36,299.09,108.0335337,0.156,835.1396714,63.54,2.25,32,1.345,0,4,51.36,59.94,3.42,14.54,29.3,7,33.6,8.8,Middle,8343,11.39,72.32,16.29,49.8,36.46,2.03,0,6.88,0
6013313102,Contra Costa,8.502253279,0.044,280.89,0,655.2443441,0.208,777.5331245,33.2,8.4,30.9,0.2,3,1,38.46,130.51,9.24,19.49,15,2.3,36.3,16.5,Middle,4595,13.23,74.6,12.17,36.08,15.1,28.94,0,15.54,0
6073005300,San Diego,10.22066185,0.043,312.86,0,390.6729431,1.389,442.509303,0.5,16.6,117.25,3.22,12,2.25,50.49,72.27,8.53,10.47,14.2,9.8,27.9,0.8,Middle,5847,1.35,84.9,13.75,23.89,53.82,10.23,0,7.84,1
6001437300,Alameda,8.672844855,0.035,186.66,0,974.1569825,0.628,3777.497765,80.07,0,14.35,2.17,0,0,42.64,86.11,6.06,16.52,20.7,11.7,29.9,3.4,Middle,3277,10.28,77.27,12.45,38.11,13.82,12.3,0.03,30.21,1
6037109603,Los Angeles,11.66569556,0.067,726.64,0,574.0870056,0.229,1789.453962,69.27,0,0,0.31,0,0,47.47,51.73,5.59,11.15,23.7,8.6,40.7,8,Middle,4297,10.29,75.03,14.68,70.79,11.64,0.93,0,14.48,1
6047000202,Merced,11.95050118,0.057,698.09,4541.2,193.2921372,0.12,1180.36929,66.32,2.2,23.8,0.06,4,4,60.24,37.2,3.59,9.98,36.3,8.1,54.3,10.4,Middle,1889,13.87,73.85,12.28,64.58,32.61,0.21,0,2.59,0
6037432902,Los Angeles,11.93236969,0.056,678.33,0.24,1988.33964,0.722,2182.813057,65.69,29.25,94.55,1.055,3,0.7,71.47,36.48,2.35,9.96,26.2,14.9,28.3,5.6,Middle,3312,5.13,70.5,24.37,29.56,8.21,0.21,0.57,57.49,0
6037113237,Los Angeles,10.45905335,0.061,666.32,0,143.4496943,0.235,667.0125062,31.82,5.5,18,1.86,0,2.5,47.89,50.4,6.94,15.81,5.5,3.9,25.6,7.5,Middle,4194,10.75,67.22,22.03,25.89,41.87,15.4,0,11.4,1
6067002900,Sacramento,9.017841913,0.046,265.26,0,158.9603322,0.088,481.5737802,73.11,6.25,31,1.645,5,3.5,44.5,101.23,5.85,20.5,6.4,3.1,31.7,9.8,Middle,5016,9.39,73.98,16.63,22.93,66.73,2.89,0,3.79,1
6071000205,San Bernardino,13.35471489,0.061,709.43,0,743.11498,0.553,2611.659173,59.58,0.1,0,0.335,1,0,51.9,54.28,4.7,15.3,21.5,8.9,28.2,4.5,Middle,5449,10.17,72.01,17.82,65.31,19.14,1.78,0.51,8.37,0
6019007201,Fresno,13.49406228,0.062,891.96,5020.36,482.0289357,0.138,541.776143,46.31,7,17.75,0.325,2,3.2,62.8,68.6,3.25,14.66,12.4,6.4,28.2,3.9,Middle,8196,15.79,69.84,14.37,39.49,52.5,0.22,0.04,3.15,0
6037400302,Los Angeles,12.43020498,0.061,993.05,0.04,601.9903463,0.268,1229.307168,51.38,0,10.8,0.605,3,0.1,56.02,33.36,6.06,11.25,11.7,8.4,19.6,7.2,Middle,3154,15.25,65.28,19.47,37.67,43.82,4.19,0,12.33,0
6059011504,Orange,12.13038844,0.048,679.37,0,4041.873291,0.218,2833.131757,30.12,0.7,3.5,0.355,0,0,46.87,42.91,5.88,11.43,7.7,9.2,55.8,8.6,High,5916,5.92,90.28,3.8,35.6,35.4,4.23,0.32,21.26,0
6059075003,Orange,12.00949112,0.048,409.36,0,3554.85673,0.183,998.8121138,75.47,5.45,0,0.6,0,1,49.38,31.95,3.97,7.91,57.3,36,78.7,9.7,High,7500,23,75.01,1.99,95.52,2.96,0.27,0,0.59,1
6071002706,San Bernardino,11.50542071,0.072,848.8,0,716.4793397,0.231,1317.333183,16.47,42,20.3,0.425,0,5,58.8,49.96,4.72,16.68,17.8,4.7,13.9,9.3,Low,14133,13.9,77.69,8.41,53.19,23.98,15.74,0,4.98,0
6037296901,Los Angeles,11.66349226,0.038,391.08,0,4098.736735,0.076,428.8442971,68.27,9,4.3,0.245,8,0,41.16,103.61,5.24,14.57,23.5,11.4,50.5,4.1,High,4466,18.23,76.2,5.58,63.99,18.52,9.23,0.18,3.83,1
6077003306,San Joaquin,10.92673611,0.046,729.53,0,170.6660004,0.137,1031.60757,59.61,0,4,0.19,5,0,39.52,72.33,6.98,13.91,23.5,11,44.9,7.5,Middle,4993,13.8,75.77,10.43,43.6,17.1,13.24,0.44,23.19,1
6037550601,Los Angeles,12.15528894,0.048,456.16,0,3567.64329,0.643,2943.777239,74.65,4.5,6.1,3.07,8,2.05,66.23,31.59,4.14,11.65,21.1,15,27.5,3.8,Middle,5960,15.57,76.29,8.14,73.34,16.12,2.53,0,6.68,0
6075017601,San Francisco,8.646736357,0.029,258.79,0,376.4016673,1.134,926.9113063,39.74,59.85,18.75,6.87,10,1.5,49.97,98.58,6.2,10.94,6.9,13.4,28.9,1.1,High,10343,7.38,82.38,10.24,20.39,23.09,10.7,0,40.36,1
6037603703,Los Angeles,12.06312607,0.043,373.79,51.93,8131.093343,0.274,1125.791448,71.26,0,0,0.235,5,2,54.65,63.53,10.06,15.98,13.1,4.2,10.7,1.9,Low,2491,10.2,73.71,16.1,41.43,26.7,1.85,5.18,19.59,0
6037401500,Los Angeles,12.48617746,0.06,1134.77,0,645.2730001,0.364,489.3278633,58.29,12,64.35,0.945,8,4.75,67.43,35.1,3.99,11.26,12.3,5.8,31,8.4,Middle,6213,10.03,77.11,12.86,46.21,42.88,2.22,0.13,6.71,0
6107002002,Tulare,14.45226202,0.062,578.23,0,3629.799327,0.29,792.7529626,60.67,11.4,15.8,0.125,2,0,55.39,46.26,5.46,13.76,13.8,1.3,39,5.5,Middle,4370,13.34,72.75,13.91,50.98,43.64,0,0,4.92,1
6071002901,San Bernardino,12.21123086,0.069,568.74,0,1569.546305,0.15,761.1682622,71.85,4.5,0,0.2,0,0,46.85,39.51,3.73,14.32,36.4,13.6,56.6,7.8,High,4691,15.07,79.22,5.71,86.34,8.59,2.52,0,2.15,0
6037604002,Los Angeles,11.91372433,0.042,368.93,0,7689.183268,0.294,1332.405274,54.98,1,8.5,0.235,0,0.2,44.2,65.36,4.65,15.15,24.5,13.4,40.8,5.8,High,4856,9.02,80.17,10.81,54.98,19.21,7.68,0,16.26,0
6059087505,Orange,12.03759655,0.047,471.41,29.24,4198.216715,0.162,845.7946118,62.73,0,0,0.045,0,2,46.9,54.28,4.36,11.87,35.9,17.3,44.9,6.1,High,4913,13.21,77.75,9.04,66.58,14.98,2.36,0,12.15,1
6001436200,Alameda,8.755664727,0.034,186.66,0,522.8339844,0.492,3231.984036,62.76,5.55,4.5,0.225,0,0,37.23,95.62,6.94,17.85,26.4,13.4,32.8,7.6,Middle,4266,19.5,69.76,10.74,57.55,10.62,16.46,0,12.09,0
6085503218,Santa Clara,8.386254,0.041,291.53,0,118.1483307,0.281,1293.636564,76.02,4.5,30.5,0.05,3,0.4,38.81,65.99,5.36,13.69,41,29.5,50.2,7.1,High,5118,17.9,72.96,9.14,65.14,4.4,0.94,0,29.17,1
6037553300,Los Angeles,11.93805962,0.044,435.5,0,6615.70992,0.955,913.6670983,63.39,0,5.25,0.49,0,0,46.6,53.47,5.48,15.61,32.1,10.9,45.1,6.3,Low,3214,6.47,77.07,16.46,66.15,14.53,5.88,0.06,10.86,0
6001409300,Alameda,8.115142802,0.032,110.41,0,507.2693278,0.181,625.6382603,90.02,52,38.25,0.145,2,1,39.63,208.36,3.12,17.84,34,13.3,56.1,9.6,High,5303,17.01,72.94,10.05,65.17,4.79,24.61,0,3.3,1
6083002304,Santa Barbara,7.63721361,0.034,246.37,2737.12,16.83935673,0.292,498.3623999,74.32,3,10,0.38,11,2,44.98,54.94,5.45,8.41,65.4,30.8,62.8,5.8,Middle,6041,19.98,74.64,5.38,90.65,4.12,0.2,0,4.44,1
6059076000,Orange,11.94339171,0.048,534.45,0,4410.523275,0.417,3801.848281,62.39,18.1,11.5,0.945,0,1,61.45,36.65,6.01,8.95,14.1,3.3,27.9,5.5,Middle,9150,11.67,76.95,11.38,54,30.46,2.17,0,12.71,1
6099000402,Stanislaus,10.78431671,0.053,1020.79,2346.56,874.3550008,0.089,432.4138648,21.66,13,80.2,1.605,7,7.3,63.95,47.74,5.35,13.54,16.6,7.3,20.9,2.4,Low,11695,15.52,74.13,10.35,39.34,47.58,1.88,0,9.5,0
6037554802,Los Angeles,11.89366117,0.044,427.33,0,4114.340047,0.431,772.599167,59.19,0,25,0.34,0,1.45,48.25,30.97,7.47,13.32,13.8,9.2,29.2,8.7,Middle,6378,10.21,72.91,16.89,26.42,15.91,4.3,0,50.01,0
6059011502,Orange,12.19776902,0.048,679.24,0,4785.879964,0.399,1546.702858,74.84,27.2,44.25,1.91,0,0,64.3,44.1,3.88,11.58,11,4.2,33.5,9.2,Middle,4485,14.2,76.16,9.63,46.22,31.24,3.1,0,16.57,0
