GEOID,County,PM2.5,Ozone,drinkw,pest,toxr,dieselpm,Traffic,Lead,cleanup,groundw,hazard,impwater,solidw,pollutionb,Asthma,lowbirth,cardiod,Education,lingisol,Poverty,Unemployment,houseburd,tpop,ageu10pop,age1064pop,age65pop,phisp,pwhite,pblack,pnative,pasian,urbid
6019001100,Fresno,13.90634758,0.06,733.95,1,4859.094604,1.123,1037.095744,89.6,70.5,54.25,3.1,0,6,78.98,129.54,7.8,21.47,44.5,16,76,12.8,High,2780,18.71,72.55,8.74,74.03,2.52,19.78,0.07,0.97,1
6077000700,San Joaquin,11.88408494,0.046,389.85,63.13,519.6280009,0.538,856.395935,77.3,61.9,78.6,1.27,13,9.25,73.43,105.88,6.88,20.26,46.4,29.7,73.2,19.8,High,4680,12.41,77.26,10.32,66.92,8.14,8.35,0,14.94,1
6037204920,Los Angeles,12.25164028,0.048,787.94,0,3682.693278,0.781,2522.622269,92.56,38.75,20.5,11.62,7,4.85,77.67,76.1,7.11,20.87,52.2,17.1,62.6,6.4,Middle,2751,13.34,72.59,14.07,97.27,1.71,0.84,0,0,1
6019000700,Fresno,13.52093888,0.06,733.95,44.57,1630.342707,0.174,690.502159,68.39,16.5,9.5,2.36,0,5.75,67.85,139.45,10.65,22.68,41.4,15.7,65.7,15.7,High,3664,13.89,73.01,13.1,66.81,2.59,19.3,0.27,8.49,1
6019000200,Fresno,13.81895941,0.06,733.95,16.63,1975.207988,1.39,909.6508821,75.41,10.5,28.25,0.35,0,0,66.83,139.08,10.25,22.64,43.6,20,72.7,13.7,High,2689,18.59,71.18,10.23,73.67,6.14,11.86,0.11,8.07,1
6019001000,Fresno,13.55379682,0.06,790.59,1321.97,3178.098409,0.097,243.2723063,65.01,15.45,20,0.56,0,5,66.35,139.35,8.76,22.68,44.2,21.7,79.5,15.4,High,4255,21.95,71.96,6.09,60.75,1.74,21.83,0.31,14.01,1
6037543202,Los Angeles,12.21666021,0.042,459.2,1.66,14883.20671,0.376,1575.35455,91.35,22.5,63.5,1.785,7,1.7,73.27,114.33,6.32,18.18,43.3,9.7,56.8,12.6,High,5124,18.6,72.48,8.92,78.14,1.09,15.67,0,4.84,0
6019001202,Fresno,13.96606425,0.061,788.31,8.99,25576.25792,0.203,438.594055,60.36,31.15,48.55,1.205,0,7,71.65,89.27,6.83,14.13,52.4,22.4,72.2,16.3,High,4561,20.87,70.42,8.7,79.92,1.45,5.11,0,13.53,0
6077000100,San Joaquin,11.87572931,0.046,389.85,16.09,369.7826741,0.52,287.4559495,79.35,54,75.85,1.32,2,9,64.15,238.03,9.72,20.57,48.6,24,78.8,14.6,High,3688,16.11,68.66,15.24,54.18,13.67,19.36,0.38,9.41,1
6037203300,Los Angeles,12.57687534,0.049,798.87,0,1894.993347,1.053,2125.866346,74.68,16.8,47.55,2.09,13,0.5,74.46,65.53,6.16,13.45,52.1,28.4,71.7,11.9,High,2000,7.7,84.5,7.8,75.55,2.85,10.45,0,6.95,1
6037291220,Los Angeles,12.0660607,0.041,805.57,66.5,19774.78971,0.637,3455.239256,66.07,16,37.55,7.28,16,4.2,81.9,64.77,7.77,12.99,31.6,20.1,51.5,4.5,High,3640,12.77,73.16,14.07,69.34,3.98,8.43,0,16.32,1
6037433501,Los Angeles,12.00416809,0.055,821.08,0.01,2234.535319,0.551,905.045862,91.11,19.6,198.65,0.71,4,3,72.75,65.92,5.6,16.69,52.2,31.3,61.1,12.4,High,1949,10.98,75.42,13.6,93.89,0.72,0,0,5.39,0
6037243100,Los Angeles,12.0902374,0.044,787.94,0,8878.613322,0.805,2484.965675,75.63,16.9,13.15,1.22,0,0.2,63.9,129.2,9.48,26.48,44.8,12.4,73.5,15.6,High,6772,22.65,70.85,6.5,67.22,1.86,30.38,0,0.22,1
6037227010,Los Angeles,12.09940492,0.046,787.94,0,2762.896647,0.565,832.5616204,95.59,53.15,4.55,3.065,7,7.25,70.21,68.48,5.57,21.83,63.2,28.3,68.6,8.4,High,5705,19.16,75.23,5.61,92.92,0.56,5.33,1.19,0,1
6037226001,Los Angeles,12.15802236,0.046,787.94,0,2607.823324,0.629,2429.418553,97.66,49.05,8.6,4.435,7,9.5,75.76,72.02,5.24,13.67,44.6,28.1,71.9,9.6,High,2615,24.21,70.9,4.89,83.71,0.38,15.56,0.34,0,1
6037433101,Los Angeles,11.94103408,0.056,842.55,0.6,2118.801005,0.355,2834.65939,78.02,23.4,60.8,0.42,3,2.5,74.66,60.57,7.07,15.27,42.7,35.6,43.5,8.1,High,2464,7.47,69.89,22.65,48.3,2.44,0.16,0.16,48.42,0
6037239202,Los Angeles,12.14495497,0.045,787.94,0,3873.586792,0.232,1052.626827,91.13,127.95,44.6,0.56,0,6,67.23,84.75,6.38,21.32,52.9,23.3,57.5,9.1,High,5999,16.87,79.48,3.65,91.6,0.12,7.05,0.68,0,1
6037206050,Los Angeles,12.41537427,0.048,787.94,0,2566.769979,1.141,3665.685846,65.25,33.55,13.75,9.24,7,23.1,76.29,51.49,10.32,12.45,43.8,22.1,58.9,9.6,High,2031,8.91,63.66,27.42,79.62,6.35,4.23,0.25,7.78,1
6037205120,Los Angeles,12.27407804,0.047,787.94,0,4157.740072,0.571,928.4647117,88.26,58.65,20,22.27,7,6.5,74.56,76.1,5.88,20.87,59,22.4,82.3,3.3,High,3548,15.14,76.13,8.74,96.25,0.68,2.03,0,1.04,1
6077000300,San Joaquin,11.66075863,0.046,389.85,148.92,477.2403259,0.771,726.7471757,64.24,76.15,132.85,1.17,13,4,70.42,154.59,6.15,17.19,30.4,20.2,68.2,8.8,High,2048,15.82,66.5,17.68,51.9,14.36,18.21,0,12.84,1
6037226002,Los Angeles,12.25156535,0.047,787.94,0,2428.106649,0.704,1931.043768,64.02,58.7,28.3,6.875,7,15.05,76.42,134.16,5.83,14.79,25.7,24.4,44.5,8.7,Middle,1820,4.34,89.95,5.71,43.57,33.46,11.43,0,8.3,1
6019000902,Fresno,13.68294343,0.06,733.95,2103.6,2610.47197,0.256,347.2769377,63.55,11.7,14,0.03,0,4.25,62.48,139.35,10.18,22.68,48.4,22.8,86.7,16.2,High,5191,26.57,61.47,11.96,73.2,1.79,11.67,0,10.86,1
6099003700,Stanislaus,12.112570849999999,0.056,856.81,6840.38,99.2162679,0.196,1013.66386,53.48,14,73.95,0.8,6,14.5,73.07,77.65,5.6,24.37,27.7,18.3,54.9,10.9,Middle,4669,16.77,73.08,10.15,55.32,38.59,1.16,0,4.43,0
6019000400,Fresno,13.88951512,0.06,733.95,1.75,3010.157725,0.674,1162.415629,91.92,12.15,24.5,2.39,0,0.5,71.96,106.01,6.12,18.98,41.5,14.3,68.8,17.8,Middle,5498,17.95,74.43,7.62,77.92,7.93,2.91,0.22,10.91,1
6037536104,Los Angeles,12.04869771,0.045,668.94,0,6048.803101,0.702,2127.781743,93.14,109.1,55.55,4.99,10,18.75,79.14,50.83,5.48,17.7,47.7,21,40.1,9.9,High,3900,16.74,73.21,10.05,93.74,3.26,1.51,0,0.79,0
6037240500,Los Angeles,12.0998549,0.044,787.94,0,6373.313395,0.321,3154.098167,84.24,0.95,16,0.06,7,7.2,63.39,113.88,7.07,27.88,50,14.2,63.7,12.7,High,7326,17.13,76.59,6.28,72.13,0,26.74,0,0,1
6037535400,Los Angeles,12.07139901,0.044,718.21,0,5829.563232,0.27,994.4754349,85.22,117.3,58.5,1.405,0,2.2,65.5,101.27,6.51,25.19,48.9,21.4,53.4,8.9,High,3553,13.2,80.47,6.33,89.36,0.65,9.46,0,0.17,1
6071001600,San Bernardino,13.78516102,0.062,796.65,0.02,1415.274027,0.419,842.733027,90.81,52.5,36,3.245,4,11,77.27,60.88,5.62,18.57,48.5,31.6,63.8,3.2,High,5363,15.68,78.95,5.37,96.31,2.29,0.56,0,0.11,1
6037291210,Los Angeles,12.06226955,0.042,806.8,25.99,58279.08212,0.693,2511.594785,78.27,16.65,60.3,8.38,0,15.95,78.23,70.46,5.81,13.6,25.6,18,44.3,10.3,High,5768,15.36,73.47,11.17,65.41,7.06,9.71,0.26,16.89,1
6037570403,Los Angeles,12.4277485,0.043,329,0.29,11027.86328,0.901,1778.158275,91.1,2,10.75,0.63,10,5,67.45,84.23,6.85,18.48,45.2,14.9,57.6,9.8,High,4832,25.17,70.88,3.95,84.25,3.48,4.74,0,6.71,1
6037532302,Los Angeles,12.15074524,0.048,524.04,0,3547.573242,0.938,2783.139002,91.76,103.9,47.75,5.155,7,6.25,77.46,56.57,6.38,18.99,43.5,21.2,50.1,6.4,Middle,4881,15.35,71.95,12.7,97.48,1.48,0.72,0,0.14,0
6037542200,Los Angeles,12.21728053,0.043,495.6,0.04,10830.04993,0.478,2630.563134,95.13,4.7,24.3,0.925,7,1.6,68.8,92.82,5.85,23.89,37.4,14.5,54.7,9.4,High,7155,15.16,75.77,9.07,71.45,1.05,26.25,0,0,0
6037534202,Los Angeles,12.02968272,0.046,514.47,15.65,5064.103231,0.152,755.4452536,83.88,5.3,14,2.67,10,3.2,66.98,54.25,6.21,23.93,53.5,20.7,80.1,11.8,High,5748,13.8,77.89,8.32,93.23,6.28,0.24,0,0.24,0
6037531302,Los Angeles,12.21812171,0.048,673.57,0,3287.703288,0.584,2649.188078,94.88,36.85,12.6,2.39,7,2.5,73.5,62.39,5.75,17.48,49.1,31,56.4,6.6,High,6215,16.96,75.74,7.3,99.5,0.5,0,0,0,0
6029002500,Kern,16.39474779,0.066,753.64,2.14,40.29639943,0.091,649.8318905,76.95,40.4,43.75,4.625,0,8.6,65.99,82.69,6.17,22.78,39.9,18.6,65.3,24.4,Middle,9052,20.48,71.88,7.63,75.35,6.64,15.49,0,0.99,1
6037242600,Los Angeles,12.0688233,0.044,787.94,0,8898.52661,0.841,3529.731022,83.98,0,1.5,0.135,7,5,61.33,136.47,6.99,27.86,50.9,13.9,86.9,17.8,High,4756,21.64,74.41,3.95,64,0.06,34.15,0,0,1
6037242700,Los Angeles,12.07407493,0.044,787.94,0,8065.676676,0.522,1794.888252,82.12,4.55,7.5,0.45,7,0.5,63.36,110.5,8.37,23.51,44.4,10.9,66.5,8.6,High,6035,17.76,76.59,5.65,75.72,1.13,22.75,0.03,0.18,1
6037206032,Los Angeles,12.55763366,0.048,787.94,0,2124.592977,1.068,2360.78323,80.24,68,15.55,2.115,7,2,74.5,79.94,4.91,16.72,46.2,42.3,66.8,4.8,High,5687,14.16,69.74,16.11,74.73,6.37,2.2,0.81,15.72,1
6037542401,Los Angeles,12.15347903,0.043,459.74,0,13561.58,0.256,802.7858005,96.26,7.4,30.75,1.525,10,3.5,65.3,95.67,6.29,24.68,34.1,13.2,54.8,19.9,High,4735,11.76,77.47,10.77,59.92,0.7,34.61,0,3.33,0
6037203500,Los Angeles,12.84192716,0.049,761.16,0,1984.473328,0.956,3196.052323,89.23,78.65,39.85,5.08,7,0,73.81,81.13,6.02,16.94,33,22.4,65.4,3.9,High,2907,11.66,75.37,12.97,77.23,4.88,3.27,0,14.62,1
6037239201,Los Angeles,12.05259566,0.045,787.94,0,3780.143188,0.784,3970.780012,91.64,27.6,19.05,0.225,0,1.25,65.15,113.88,6.38,27.88,51.8,18.3,52.7,6,High,3753,18.28,76.85,4.88,83.8,0.72,14.97,0.16,0,1
6037219902,Los Angeles,11.84882762,0.046,787.94,0.14,2039.298991,0.357,2253.086852,79.91,7.1,30,1.045,7,2.5,70.96,88.26,8.33,15.22,32,13.7,46.1,6.2,High,3809,6.17,83.93,9.9,67.39,9.19,15.54,0.42,4.09,1
6037534201,Los Angeles,12.02968272,0.046,514.47,7.89,5507.243246,0.884,3172.78691,86.03,23.7,27.5,4.235,10,1.95,78.21,54.25,5.02,23.93,48.4,22.7,61.9,2.7,High,4768,20.62,72.17,7.21,96.14,2.06,0.99,0.29,0.42,0
6019001201,Fresno,13.96295871,0.06,733.95,0,11801.76794,0.233,470.2217476,78.43,91.8,82.55,2.1,0,21,70.49,104.05,5.26,16.42,50.1,19.9,59.4,16,Middle,5935,21.26,73.19,5.54,81.08,5.32,3.94,1.63,7.85,1
6077000801,San Joaquin,11.33220316,0.046,389.85,34.5,2627.116699,0.54,1078.530592,50.39,33.1,100.85,0.665,21,7.5,71.99,115.72,6.38,20.37,36.6,13,51.9,5.6,Middle,7624,20.79,73.27,5.94,69.96,3.78,4.39,0,16.35,1
6037540700,Los Angeles,12.09535727,0.043,434.02,0,11159.9799,0.351,2114.729333,84.87,5.25,18,1.9,7,1.25,64.43,120.42,6.79,24.35,41.9,14.1,61.4,13,Middle,3230,15.42,76.69,7.89,70.71,3.44,25.05,0,0.68,0
6037540901,Los Angeles,12.11292708,0.043,613.54,0,12166.54639,0.59,1070.0138240000001,93.8,13.05,33.1,0.635,0,5.5,65.24,121.6,8.26,19.26,45.6,17.7,45.9,6,High,4904,11.95,71.94,16.11,74.02,3.02,21.29,0.27,0.83,0
6037533806,Los Angeles,12.04351864,0.046,696.73,7.82,4605.206706,1.088,5116.249847,89.27,17,10.75,0.77,7,0,72.43,54.25,5.02,23.93,53.9,20.1,55.4,10,Middle,3794,17.03,74.7,8.28,94.89,0.95,3.53,0,0.63,0
6029002200,Kern,15.91452262,0.065,625.12,0,26.04519973,0.286,681.9583609,80.54,11,15,4.51,0,5.2,59.5,84.72,8.51,23.51,59,29.5,76.5,27.3,High,5633,24.11,69.63,6.27,78.8,1.79,16.81,0.89,1.48,1
6037534102,Los Angeles,12.02588499,0.047,518.16,31.25,4410.199951,0.318,1025.609038,91.7,14.2,11,1.375,7,0.5,69.16,54.25,5.08,23.93,51.4,29.5,61.5,11.5,High,6219,20.53,73.32,6.14,98.49,0.26,1.25,0,0,0
6065030502,Riverside,12.37134098,0.067,693.83,0,625.5926615,0.891,1566.079784,87.82,21.5,33.5,0.93,0,0.2,67.02,60.49,7.89,17.44,44.9,17.9,59.5,17.8,Middle,1963,13.65,80.9,5.45,81.61,10.09,8.1,0,0,1
6037127400,Los Angeles,12.29587676,0.064,726.64,0,685.6316884,0.457,2892.070994,70.56,59.3,31.3,2.36,2,0,68.45,77.98,7.86,19.65,28.9,22.8,48.6,4.6,High,6558,19.73,74.34,5.93,76.75,16.3,1.14,0.24,4.09,1
6039000800,Madera,12.69298206,0.058,570.63,0.01,10814.2334,0.6,1115.703732,78.63,13,30,0.645,0,0,64.55,90.04,6.36,29.26,44.9,22.5,73,7.1,Middle,6793,28.07,64.35,7.58,82.35,14.63,1.93,0,0,1
6037570301,Los Angeles,12.50092519,0.043,339.04,0.84,8781.373127,0.503,1663.949239,78.54,9,17.05,0.97,7,0.5,65.77,94.42,6.34,20.48,33.7,16.1,56.9,7.9,High,7273,18.6,76.56,4.84,68.49,7.97,11.77,0,8.84,1
6037534301,Los Angeles,12.06526369,0.046,709.97,0,5265.72998,0.238,677.1907416,81.37,88.2,33,2.27,7,10.7,69.88,43.15,7.94,18.75,48.4,22.6,47.1,10,High,4320,16,75.51,8.5,92.15,3.61,1.74,0,1.6,0
6037294701,Los Angeles,11.73680492,0.039,391.08,0,9756.536946,1.465,632.7478884,81.37,46.95,62.1,3.305,16,21,69.1,76.33,5.5,21.61,50.6,24.6,58.9,4.9,High,3099,17.59,73.7,8.71,90.29,2.78,4.9,0,0.58,1
6037239330,Los Angeles,12.14625901,0.045,787.94,0,4239.376709,0.203,1230.505058,90.52,68.15,28.25,0.445,0,2.7,65.01,113.45,6.68,27.79,50.1,7.8,61.2,6,High,2458,15.66,77.5,6.83,86.66,0.77,11.55,0,0,1
6019001301,Fresno,13.88830162,0.061,733.95,1.86,2874.314311,0.184,685.4053619,92.75,5.5,15,0.3,0,0,59.47,118.84,8.28,20.72,51.3,26.7,79.3,11.8,High,5342,16.92,73.85,9.23,89.91,3.26,0.19,0.26,5.9,1
6037570402,Los Angeles,12.78098946,0.042,338.56,0,9572.14974,0.973,4072.827967,86.61,7.95,35.3,1.135,10,2.5,69.84,88.49,8.16,19.32,22.4,7,37.7,11.6,High,3400,16.79,72.12,11.09,52.71,3.53,36.44,0,6.12,1
6037239702,Los Angeles,12.116733,0.044,787.94,0,5194.089925,0.467,3032.755893,86.09,6.7,3.6,0.225,0,3,60.35,113.88,7.5,27.88,44,10.9,68.1,11.4,High,4334,12.87,80.64,6.48,70.05,0.32,29.63,0,0,1
6037540400,Los Angeles,12.0701055,0.044,669.99,0,8916.260049,1.093,2623.566956,75.13,54.5,20.8,1.555,0,1,66.59,122.71,5.33,25.25,54,16.3,55.9,7.7,Middle,2109,11.81,83.4,4.79,84.21,0.19,15.6,0,0,0
6037296210,Los Angeles,11.70137136,0.038,391.08,0,5523.829834,1.097,856.100235,76.76,8,42.55,2.695,8,6.7,63.65,103.61,7.49,14.57,36.9,23.8,56,13.2,High,3132,19.32,72.38,8.3,87.04,5.91,6,0,0.32,1
6037534302,Los Angeles,12.03778507,0.046,673.92,0,5218.023356,0.727,661.0383819,81.66,56.35,18.05,3.925,7,1.95,67.4,46.98,7.67,20.41,53.2,13.1,57.9,8.7,High,3720,14.22,79.54,6.24,96.53,1.53,1.4,0.16,0.38,0
6077003803,San Joaquin,10.81852036,0.048,813.78,1036.1,438.5243429,0.176,913.4255036,52.55,22.2,124.05,1.03,14,8.85,71.82,77.16,6.13,20.74,39,7.1,47.1,11.7,Middle,6299,8.67,81.68,9.65,58.76,17.67,11.49,0.81,9.22,0
6037120020,Los Angeles,11.81424877,0.065,726.64,0,694.0063477,0.169,1444.132983,75.93,41.6,2.5,2.62,0,3,61.58,93.94,6.1,20.82,41.1,34.5,62.7,13.6,High,3872,12.45,77.61,9.94,73.58,2.2,7.31,0,16.37,1
6037434004,Los Angeles,12.03688662,0.055,821.08,4.2,2955.513346,0.89,1963.851443,89.29,6.25,12.25,0.405,5,1.25,72.17,65.92,7.27,16.69,28,10.5,48.3,7.4,Middle,3039,11.62,79.73,8.65,92.3,1.32,0.16,0,6.22,0
6019000901,Fresno,13.65016787,0.06,733.95,2109.7,2841.494995,0.122,364.259288,62.7,9.2,12.5,0.27,0,3.5,62.12,139.35,7.76,22.68,40.6,9.5,69.3,13.3,Middle,2759,18.81,74.88,6.31,62.6,0.69,15.33,0,21.06,1
6019007100,Fresno,13.76768283,0.061,584,620.78,447.3131676,0.586,795.7905056,64.75,15,10,0.86,0,4.1,67.94,126.72,5.52,19.22,45.5,28.8,76.9,6.9,Middle,7637,20.48,70.41,9.11,90.1,7.52,0.81,0,1.17,0
6037205110,Los Angeles,12.25398221,0.048,787.94,0,2808.570027,0.363,752.2054963,98.7,12.75,3.55,9.81,7,5.55,67.55,76.1,5.68,20.87,60.7,26.3,60.8,5,High,3904,18.8,77.05,4.15,95.8,1.51,0.46,0,2.23,1
6037122410,Los Angeles,11.52566258,0.062,726.64,0,926.9586692,0.139,1034.494912,62.76,38.75,49,0.93,0,3.5,61.73,79.39,7.07,21.48,35.1,21.5,59.9,9.8,High,3457,11.74,78.91,9.34,78.97,12.35,2.83,0,4.37,1
6065042505,Riverside,11.64985388,0.07,571.15,0.11,2053.690063,0.21,1831.235988,93.54,21,2.1,0.36,0,3.5,63.42,60.19,7.47,19.2,45,15.9,71.8,16.7,High,3542,17.98,75.95,6.07,82.5,6.07,10.36,0,0.93,0
6037208000,Los Angeles,12.53587816,0.048,787.94,0.05,1906.571736,0.769,2879.594269,58.34,25.65,20,0.96,7,9.2,75.67,41.43,7.59,10.45,31.9,18.8,59.6,10.1,High,7508,11.77,82.23,5.99,63.49,9.7,10.18,0,14.03,1
6019001500,Fresno,13.61859287,0.061,1022.76,2979.76,6453.078705,0.217,550.4996481,72.76,70.5,67.7,6.695,0,34.05,79.54,101.74,4.33,15.94,47,12.6,63.5,10.6,Low,2407,19.03,68.34,12.63,75.24,19.28,1.25,0,3.86,0
6037575401,Los Angeles,11.69108081,0.04,339.04,0,14857.66634,0.208,854.1597288,87.84,3.5,66.5,2.14,18,3.5,61.29,127.96,6.03,27.86,44.1,23.7,72.1,7.4,High,4788,19.97,75.44,4.59,80.51,6.64,9.42,0.31,2.44,1
6037572301,Los Angeles,11.72604257,0.041,337.44,6.9,13332.23275,0.56,2233.800035,81.53,8.9,12.45,1.395,22,4,70.31,79.55,5.46,21.11,34.6,12.7,51.2,9.1,Middle,3841,16.06,77.64,6.3,64.33,7.6,7.73,0,17.39,1
6031001100,Kings,15.50307476,0.06,619.4,11.08,282.1919131,0.131,388.3283198,68.95,7.25,110.25,0.945,0,12.5,62.67,108.13,6.13,26.4,49.1,34.8,78.8,11.2,Middle,6631,19.45,68.75,11.79,80.58,9.8,3.92,0.17,3.68,0
6037239310,Los Angeles,12.13275518,0.044,787.94,0,4144.716634,0.724,3767.169464,93.23,14.35,8.25,0.06,0,0.9,60,113.88,6.57,27.88,50.7,23.8,68.1,7,High,4501,23.82,71.61,4.58,87.98,1.02,10.73,0,0.13,1
6037228900,Los Angeles,12.16800708,0.046,787.94,0,3601.543335,0.267,508.4178425,95.33,54.85,0.75,9.525,0,8,61.29,80.43,6.09,19.67,61.9,23.1,77.8,17,High,2918,18.92,75.63,5.45,87.29,0.17,12.54,0,0,1
6037219901,Los Angeles,11.94583615,0.046,787.94,0.04,2082.327657,0.272,3054.125252,84.37,3.9,8.05,0.345,7,3.5,65.59,99.57,7.53,16.87,46.2,11.7,50.1,6.1,High,4150,13.18,79.23,7.59,70.92,4.51,21.64,0,1.42,1
6037570502,Los Angeles,12.07851936,0.043,339.04,0.78,7239.183065,0.215,913.8811807,85.58,14,122,4.395,7,11.5,69.83,94.42,6.63,20.48,28.9,8.3,38.8,6.3,High,6588,14.6,77.73,7.67,58.36,10.23,5.37,0.18,21.28,1
6037570203,Los Angeles,12.07684795,0.043,339.04,0,7182.133547,0.572,2820.212253,71.9,3.45,83.1,8.09,7,5,67.43,68.25,7.13,15.3,33.2,12,66.2,9.3,High,4165,19.88,74,6.12,67.47,3.19,23.91,0,4.56,1
6037533002,Los Angeles,12.136112,0.045,540.06,0,4161.033366,0.322,1078.399826,95.18,27.9,27,1.91,0,1.7,63.68,80.16,5.29,24.73,52.7,24,67.6,9.5,High,2705,21.26,71.61,7.13,96.12,0.7,0.37,0,0,0
6037228100,Los Angeles,12.15734144,0.046,787.94,0,3011.45992,0.316,554.9191044,92.7,57.05,4.75,1.92,7,2.6,65.67,69.35,5.26,21,55.5,27.4,60.3,8.1,High,5505,18.44,75.77,5.79,93.55,0,5.92,0,0.27,1
6099002100,Stanislaus,11.44969032,0.054,891.92,0,558.5936686,0.251,559.8361609,86.21,28.9,0.75,2.28,8,4,61.23,99.94,7.58,17.18,39.7,13.9,73.7,18.6,High,3112,18.64,75.32,6.04,72.85,18.89,5.75,2.09,0.22,1
6037532603,Los Angeles,12.14111892,0.046,380.45,0,3826.773356,0.388,805.1329156,91.3,53.9,9.5,9.885,0,13.2,62.91,60.74,6.99,24.24,54.7,25.6,59.9,7.1,High,3289,20.86,72.97,6.17,97.72,1.16,1.12,0,0,0
6037117408,Los Angeles,12.06000567,0.065,726.64,0,650.1786652,0.452,3927.660141,63.15,40.5,11.5,0.355,0,0,61.05,86.23,7.88,15.46,40.8,25.5,69.8,11.2,High,3073,22.36,72.89,4.75,79.89,3.77,4.72,0,10.84,1
6037204700,Los Angeles,12.30827709,0.048,828.12,0,2522.046671,1.076,4013.208536,91.36,5.65,1.05,3.9,7,4.75,70.61,70.82,5.81,19.23,41.5,10,39.2,8.6,High,5510,16.64,70.98,12.38,95.92,1.27,1.07,0,1.14,1
6037302401,Los Angeles,11.87080549,0.052,685.63,0,1774.731018,0.265,1006.129331,68.49,49.25,33.25,1.95,6,10.8,69.68,65.09,4.63,19.32,21,36.9,53.8,13.2,High,7395,11.32,74.44,14.24,33.23,50.95,2.66,0,12.59,1
6037602900,Los Angeles,12.12237612,0.043,373.79,28.67,10779.88688,0.244,875.4572135,82.13,69.7,68.25,4.48,5,9.9,73.03,66.53,6.35,12.77,38.5,18.2,51.2,6.6,Middle,4443,14.09,77.02,8.89,76.12,3.06,13.84,0,5.24,0
6029004402,Kern,13.91821858,0.06,743.37,2497.46,229.1563263,0.625,245.8278104,81.42,19,7.5,0.25,0,5,64.8,42.69,7.15,21.43,50.1,33.3,75.2,8.7,High,4436,22.9,70.22,6.88,94.07,2.28,2.75,0.86,0.02,0
6037433504,Los Angeles,11.96074742,0.055,821.08,0.04,2374.994405,0.216,602.1711841,83.17,15.95,188.45,1.07,3,1.7,66.76,65.92,6.52,16.69,48.9,31.8,62.6,5.4,High,4802,16.14,74.97,8.89,72.16,0.85,0.31,0,26.17,0
6067005301,Sacramento,9.096159717,0.046,265.26,4.92,169.8416646,0.414,1892.222241,72.39,218.25,137.75,7.73,18,10.5,69.23,133.65,13.71,17.04,19.5,1.2,74.8,24.8,Middle,1598,16.96,76.41,6.63,24.53,28.6,40.05,0,3.32,1
6037121222,Los Angeles,11.41126373,0.065,726.64,0,764.6736857,0.368,2560.759679,69.49,50.8,5.7,0.78,4,16.45,69.18,74.78,8.03,15.13,46.9,6.7,54.3,5.4,High,5139,15.96,75.91,8.13,90.15,5.45,1.03,0.16,2.51,1
6037185320,Los Angeles,12.45587973,0.05,767.52,0,1640.341634,0.357,2390.883961,79.9,50.1,20.8,0.025,8,8.8,70.07,65.4,6.62,11.07,45.2,23,58.9,11.5,High,2991,12.2,77.06,10.73,84.32,9.93,0.6,0,5.15,1
6037540000,Los Angeles,12.04697253,0.044,500.35,0,7876.333211,0.972,3490.191587,84.24,4.65,4,0.615,10,7,67.58,67.6,5.52,18.77,51.7,15.8,48.9,10.1,High,7139,14.34,77.08,8.57,95.08,1.39,2.63,0,0.69,0
6065030400,Riverside,12.35264701,0.067,693.83,0,599.6749979,0.537,1416.184446,84.21,44.2,37.5,0.73,0,2,69.05,61,6.14,17.63,37.8,9.7,49.9,10.8,High,6741,14.66,74.8,10.55,83.09,9.09,6.11,0,1.7,1
6037120010,Los Angeles,12.08174436,0.065,726.64,0,680.3183187,0.184,1392.963629,89.01,41.35,10,0.9,0,1.5,63.46,93.8,6.46,20.79,33.8,16.3,47.9,9.1,High,2704,9.43,80.81,9.76,73.41,8.32,2.77,0,15.5,1
6037404703,Los Angeles,12.02600668,0.057,823.7,1.45,2037.961304,0.622,4410.033774,78.21,17.35,62,0.605,3,1.75,76.19,64.73,4.44,14.4,38.9,20.4,51.8,6.8,High,3110,17.52,73.95,8.52,83.92,2.22,1.54,0,11.22,0
6037240200,Los Angeles,12.116733,0.044,787.94,0,5622.976807,0.436,3525.282743,80.05,4.5,5.5,0.15,0,4.5,59.87,113.88,6.42,27.88,44.7,13.7,64.1,9.1,High,5159,16.48,76.04,7.48,74.88,0.35,22.41,0.7,1.67,1
6037241120,Los Angeles,12.0881206,0.043,787.94,0,7514.196533,0.51,2775.215502,86.41,0,5.5,0,7,2.2,58.86,125.21,9.78,21.82,47.8,14.3,61.9,7.3,High,5146,15.97,76.64,7.38,70.5,0.74,26.23,0,1.65,1
6037242100,Los Angeles,12.06544894,0.044,787.94,0,6522.666707,0.284,956.109058,75.99,76.6,17.5,1.135,0,0.5,61.7,103.63,5.25,25.73,44.9,12.3,91.2,18.4,High,2852,21.67,74.51,3.82,75.77,0.14,22.72,0,1.37,1
6037570202,Los Angeles,12.19282827,0.043,339.04,19.66,8473.469807,0.577,2371.319143,82.51,11.4,26.3,4.065,7,2.25,73.36,63.41,7.21,14.42,29,8.1,40.2,9.7,Middle,6124,16.51,74.41,9.08,65.43,6.91,14.66,0.54,11.69,1
6037121900,Los Angeles,11.43961966,0.064,726.64,0,859.338989,0.164,1676.067303,72.72,41.65,20.8,1.2,0,16.55,66.01,69.64,6.52,18.32,41.8,19.4,40.1,6.8,High,3761,12.04,77.69,10.26,77.85,17.36,2.37,0,2.42,1
